Record Length,2500,Points,-2.5000000,1.1920000,,Record Length,2500,Points,-2.5000000,358.00001025E-3,
Sample Interval,2.0000001E-3,s,-2.4979999,1.1920000,,Sample Interval,2.0000001E-3,s,-2.4979999,358.00001025E-3,
Trigger Point,1.2500000E3,Samples,-2.4960001,1.1920000,,Trigger Point,1.2500000E3,Samples,-2.4960001,360.00001431E-3,
,,,-2.4940000,1.1920000,,,,,-2.4940000,358.00001025E-3,
,,,-2.4920001,1.1920000,,,,,-2.4920001,360.00001431E-3,
,,,-2.4900000,1.1920000,,,,,-2.4900000,360.00001431E-3,
Source,CH1,,-2.4879999,1.1920000,,Source,CH2,,-2.4879999,362.00001836E-3,
Vertical Units,Volts,,-2.4860001,1.2000000,,Vertical Units,Volts,,-2.4860001,362.00001836E-3,
Vertical Scale,200.00000950E-3,,-2.4840000,1.2000000,,Vertical Scale,50.00000237E-3,,-2.4840000,362.00001836E-3,
Vertical Offset,0,,-2.4820001,1.2000000,,Vertical Offset,0,,-2.4820001,362.00001836E-3,
Horizontal Units,s,,-2.4800000,1.2000000,,Horizontal Units,s,,-2.4800000,362.00001836E-3,
Horizontal Scale,500.000023749E-3,,-2.4779999,1.2000000,,Horizontal Scale,500.000023749E-3,,-2.4779999,362.00001836E-3,
Pt Fmt,Y,,-2.4760001,1.2000000,,Pt Fmt,Y,,-2.4760001,364.00002241E-3,
Yzero,-8.840000000,,-2.4740000,1.2000000,,Yzero,-10.8000000,,-2.4740000,364.00002241E-3,
Probe Atten,1.000000,,-2.4719999,1.2080001,,Probe Atten,1.000000,,-2.4719999,364.00002241E-3,
,,,-2.4700000,1.2080001,,,,,-2.4700000,364.00002241E-3,
Note,TBS 1022 - 18:37:15   25/7/2022,,-2.4679999,1.2080001,,Note,TBS 1022 - 18:37:15   25/7/2022,,-2.4679999,366.00002646E-3,
,,,-2.4660001,1.2080001,,,,,-2.4660001,366.00002646E-3,
,,,-2.4640000,1.2080001,,,,,-2.4640000,366.00002646E-3,
,,,-2.4619999,1.2160001,,,,,-2.4619999,366.00002646E-3,
,,,-2.4600000,1.2080001,,,,,-2.4600000,368.00003052E-3,
,,,-2.4579999,1.2160001,,,,,-2.4579999,368.00003052E-3,
,,,-2.4560001,1.2160001,,,,,-2.4560001,368.00003052E-3,
,,,-2.4540000,1.2160001,,,,,-2.4540000,368.00003052E-3,
,,,-2.4519999,1.2160001,,,,,-2.4519999,370.00000477E-3,
,,,-2.4500000,1.2240001,,,,,-2.4500000,370.00000477E-3,
,,,-2.4480000,1.2240001,,,,,-2.4480000,370.00000477E-3,
,,,-2.4460001,1.2320001,,,,,-2.4460001,370.00000477E-3,
,,,-2.4440000,1.2240001,,,,,-2.4440000,370.00000477E-3,
,,,-2.4419999,1.2320001,,,,,-2.4419999,372.00000882E-3,
,,,-2.4400001,1.2320001,,,,,-2.4400001,370.00000477E-3,
,,,-2.4380000,1.2320001,,,,,-2.4380000,372.00000882E-3,
,,,-2.4360001,1.2320001,,,,,-2.4360001,372.00000882E-3,
,,,-2.4340000,1.2400000,,,,,-2.4340000,372.00000882E-3,
,,,-2.4319999,1.2400000,,,,,-2.4319999,374.00001287E-3,
,,,-2.4300001,1.2400000,,,,,-2.4300001,374.00001287E-3,
,,,-2.4280000,1.2480000,,,,,-2.4280000,374.00001287E-3,
,,,-2.4259999,1.2480000,,,,,-2.4259999,374.00001287E-3,
,,,-2.4240000,1.2480000,,,,,-2.4240000,378.00002098E-3,
,,,-2.4219999,1.2480000,,,,,-2.4219999,376.00001693E-3,
,,,-2.4200001,1.2480000,,,,,-2.4200001,378.00002098E-3,
,,,-2.4180000,1.2560000,,,,,-2.4180000,378.00002098E-3,
,,,-2.4159999,1.2560000,,,,,-2.4159999,378.00002098E-3,
,,,-2.4140000,1.2560000,,,,,-2.4140000,378.00002098E-3,
,,,-2.4119999,1.2560000,,,,,-2.4119999,380.00002503E-3,
,,,-2.4100001,1.2560000,,,,,-2.4100001,380.00002503E-3,
