Record Length,2500,Points,-249.20000578E-6,1.1600001,,Record Length,2500,Points,-249.20000578E-6,352.00002789E-3,
Sample Interval,200.00000234E-9,s,-249.00000426E-6,1.1600001,,Sample Interval,200.00000234E-9,s,-249.00000426E-6,354.00000215E-3,
Trigger Point,1.2460001E3,Samples,-248.80000274E-6,1.1600001,,Trigger Point,1.2460001E3,Samples,-248.80000274E-6,354.00000215E-3,
,,,-248.60000121E-6,1.1600001,,,,,-248.60000121E-6,354.00000215E-3,
,,,-248.39999969E-6,1.1600001,,,,,-248.39999969E-6,354.00000215E-3,
,,,-248.19999817E-6,1.1600001,,,,,-248.19999817E-6,356.00000620E-3,
Source,CH1,,-247.99999665E-6,1.1600001,,Source,CH2,,-247.99999665E-6,356.00000620E-3,
Vertical Units,Volts,,-247.79999512E-6,1.1680001,,Vertical Units,Volts,,-247.79999512E-6,356.00000620E-3,
Vertical Scale,200.00000950E-3,,-247.59999360E-6,1.1680001,,Vertical Scale,50.00000237E-3,,-247.59999360E-6,356.00000620E-3,
Vertical Offset,0,,-247.39999208E-6,1.1680001,,Vertical Offset,0,,-247.39999208E-6,358.00001025E-3,
Horizontal Units,s,,-247.20001966E-6,1.1680001,,Horizontal Units,s,,-247.20001966E-6,358.00001025E-3,
Horizontal Scale,50.00000058E-6,,-247.00001813E-6,1.1680001,,Horizontal Scale,50.00000058E-6,,-247.00001813E-6,358.00001025E-3,
Pt Fmt,Y,,-246.80001661E-6,1.1760000,,Pt Fmt,Y,,-246.80001661E-6,358.00001025E-3,
Yzero,-8.840000000,,-246.60001509E-6,1.1760000,,Yzero,-10.8000000,,-246.60001509E-6,360.00001431E-3,
Probe Atten,1.000000,,-246.40001357E-6,1.1760000,,Probe Atten,1.000000,,-246.40001357E-6,360.00001431E-3,
,,,-246.20001204E-6,1.1760000,,,,,-246.20001204E-6,360.00001431E-3,
