Record Length,2500,Points,-24.89999868E-3,852.000057697E-3,,Record Length,2500,Points,-24.89999868E-3,54.800000042E-3,
Sample Interval,19.9999995E-6,s,-24.87999946E-3,848.000049591E-3,,Sample Interval,19.9999995E-6,s,-24.87999946E-3,54.800000042E-3,
Trigger Point,1.2450000E3,Samples,-24.85999838E-3,844.000041485E-3,,Trigger Point,1.2450000E3,Samples,-24.85999838E-3,55.199999362E-3,
,,,-24.83999915E-3,840.000033379E-3,,,,,-24.83999915E-3,53.19999903E-3,
,,,-24.81999807E-3,836.000025272E-3,,,,,-24.81999807E-3,54.39999700E-3,
,,,-24.79999885E-3,836.000025272E-3,,,,,-24.79999885E-3,55.199999362E-3,
Source,CH1,,-24.77999777E-3,832.000017166E-3,,Source,CH2,,-24.77999777E-3,53.59999835E-3,
Vertical Units,Volts,,-24.75999855E-3,828.000068665E-3,,Vertical Units,Volts,,-24.75999855E-3,53.19999903E-3,
Vertical Scale,100.0000047E-3,,-24.73999932E-3,824.000060558E-3,,Vertical Scale,9.999999747E-3,,-24.73999932E-3,53.19999903E-3,
Vertical Offset,0,,-24.71999824E-3,820.000052452E-3,,Vertical Offset,0,,-24.71999824E-3,52.40000039E-3,
Horizontal Units,s,,-24.69999902E-3,820.000052452E-3,,Horizontal Units,s,,-24.69999902E-3,51.59999803E-3,
Horizontal Scale,4.99999987E-3,,-24.67999794E-3,816.000044346E-3,,Horizontal Scale,4.99999987E-3,,-24.67999794E-3,51.99999735E-3,
Pt Fmt,Y,,-24.65999871E-3,812.000036240E-3,,Pt Fmt,Y,,-24.65999871E-3,51.99999735E-3,
Yzero,-9.160000000,,-24.63999949E-3,808.000028133E-3,,Yzero,-7.04000000,,-24.63999949E-3,53.19999903E-3,
Probe Atten,1.000000,,-24.61999841E-3,808.000028133E-3,,Probe Atten,1.000000,,-24.61999841E-3,50.79999939E-3,
,,,-24.59999919E-3,804.000020027E-3,,,,,-24.59999919E-3,51.59999803E-3,
Note,TBS 1022 - 20:11:52   25/7/2022,,-24.57999811E-3,800.000011921E-3,,Note,TBS 1022 - 20:11:52   25/7/2022,,-24.57999811E-3,51.99999735E-3,
,,,-24.55999888E-3,796.000063419E-3,,,,,-24.55999888E-3,51.59999803E-3,
,,,-24.53999780E-3,796.000063419E-3,,,,,-24.53999780E-3,50.79999939E-3,
,,,-24.51999858E-3,792.000055313E-3,,,,,-24.51999858E-3,50.79999939E-3,
,,,-24.49999936E-3,788.000047207E-3,,,,,-24.49999936E-3,51.99999735E-3,
,,,-24.47999828E-3,784.000039101E-3,,,,,-24.47999828E-3,49.19999838E-3,
,,,-24.45999905E-3,780.000030994E-3,,,,,-24.45999905E-3,49.99999702E-3,
,,,-24.43999797E-3,780.000030994E-3,,,,,-24.43999797E-3,50.79999939E-3,
,,,-24.41999875E-3,776.000022888E-3,,,,,-24.41999875E-3,50.40000007E-3,
,,,-24.39999953E-3,772.000014782E-3,,,,,-24.39999953E-3,48.79999906E-3,
,,,-24.37999845E-3,768.000006676E-3,,,,,-24.37999845E-3,51.19999871E-3,
,,,-24.35999922E-3,768.000006676E-3,,,,,-24.35999922E-3,49.59999770E-3,
,,,-24.33999814E-3,764.000058174E-3,,,,,-24.33999814E-3,47.19999805E-3,
,,,-24.31999892E-3,760.000050068E-3,,,,,-24.31999892E-3,49.99999702E-3,
,,,-24.29999784E-3,760.000050068E-3,,,,,-24.29999784E-3,48.00000042E-3,
,,,-24.27999862E-3,756.000041962E-3,,,,,-24.27999862E-3,48.39999974E-3,
,,,-24.25999939E-3,752.000033855E-3,,,,,-24.25999939E-3,50.79999939E-3,
,,,-24.23999831E-3,752.000033855E-3,,,,,-24.23999831E-3,48.00000042E-3,
,,,-24.21999909E-3,748.000025749E-3,,,,,-24.21999909E-3,49.19999838E-3,
,,,-24.19999801E-3,744.000017643E-3,,,,,-24.19999801E-3,48.39999974E-3,
,,,-24.17999879E-3,740.000009537E-3,,,,,-24.17999879E-3,47.59999737E-3,
,,,-24.15999956E-3,740.000009537E-3,,,,,-24.15999956E-3,47.59999737E-3,
,,,-24.13999848E-3,736.000061035E-3,,,,,-24.13999848E-3,47.59999737E-3,
,,,-24.11999926E-3,732.000052929E-3,,,,,-24.11999926E-3,49.19999838E-3,
,,,-24.09999818E-3,732.000052929E-3,,,,,-24.09999818E-3,47.19999805E-3,
,,,-24.07999896E-3,728.000044823E-3,,,,,-24.07999896E-3,49.59999770E-3,
,,,-24.05999787E-3,724.000036716E-3,,,,,-24.05999787E-3,47.19999805E-3,
,,,-24.03999865E-3,724.000036716E-3,,,,,-24.03999865E-3,48.00000042E-3,
,,,-24.01999943E-3,720.000028610E-3,,,,,-24.01999943E-3,46.39999941E-3,
