Record Length,2500,Points,-2.5000000,868.000030518E-3,,Record Length,2500,Points,-2.5000000,68.399995565E-3,
Sample Interval,2.0000001E-3,s,-2.4979999,864.000022411E-3,,Sample Interval,2.0000001E-3,s,-2.4979999,67.999996245E-3,
Trigger Point,1.2500000E3,Samples,-2.4960001,864.000022411E-3,,Trigger Point,1.2500000E3,Samples,-2.4960001,67.199997604E-3,
,,,-2.4940000,860.000014305E-3,,,,,-2.4940000,66.799998283E-3,
,,,-2.4920001,852.000057697E-3,,,,,-2.4920001,66.799998283E-3,
,,,-2.4900000,852.000057697E-3,,,,,-2.4900000,70.000000298E-3,
Source,CH1,,-2.4879999,848.000049591E-3,,Source,CH2,,-2.4879999,67.199997604E-3,
Vertical Units,Volts,,-2.4860001,848.000049591E-3,,Vertical Units,Volts,,-2.4860001,70.000000298E-3,
Vertical Scale,100.0000047E-3,,-2.4840000,844.000041485E-3,,Vertical Scale,9.999999747E-3,,-2.4840000,65.999999642E-3,
Vertical Offset,0,,-2.4820001,840.000033379E-3,,Vertical Offset,0,,-2.4820001,68.799994886E-3,
Horizontal Units,s,,-2.4800000,836.000025272E-3,,Horizontal Units,s,,-2.4800000,66.399998963E-3,
Horizontal Scale,500.000023749E-3,,-2.4779999,832.000017166E-3,,Horizontal Scale,500.000023749E-3,,-2.4779999,70.399999619E-3,
Pt Fmt,Y,,-2.4760001,828.000068665E-3,,Pt Fmt,Y,,-2.4760001,68.399995565E-3,
Yzero,-9.160000000,,-2.4740000,828.000068665E-3,,Yzero,-7.04000000,,-2.4740000,67.599996924E-3,
Probe Atten,1.000000,,-2.4719999,824.000060558E-3,,Probe Atten,1.000000,,-2.4719999,60.799997300E-3,
,,,-2.4700000,820.000052452E-3,,,,,-2.4700000,63.199996948E-3,
Note,TBS 1022 - 20:08:20   25/7/2022,,-2.4679999,816.000044346E-3,,Note,TBS 1022 - 20:08:20   25/7/2022,,-2.4679999,70.000000298E-3,
,,,-2.4660001,816.000044346E-3,,,,,-2.4660001,63.999995589E-3,
,,,-2.4640000,808.000028133E-3,,,,,-2.4640000,63.199996948E-3,
,,,-2.4619999,808.000028133E-3,,,,,-2.4619999,65.600000322E-3,
,,,-2.4600000,808.000028133E-3,,,,,-2.4600000,69.200001657E-3,
,,,-2.4579999,800.000011921E-3,,,,,-2.4579999,60.399997979E-3,
,,,-2.4560001,796.000063419E-3,,,,,-2.4560001,61.599999666E-3,
,,,-2.4540000,796.000063419E-3,,,,,-2.4540000,65.200001001E-3,
,,,-2.4519999,792.000055313E-3,,,,,-2.4519999,66.799998283E-3,
,,,-2.4500000,788.000047207E-3,,,,,-2.4500000,59.599999338E-3,
,,,-2.4480000,788.000047207E-3,,,,,-2.4480000,63.999995589E-3,
,,,-2.4460001,784.000039101E-3,,,,,-2.4460001,54.800000042E-3,
,,,-2.4440000,780.000030994E-3,,,,,-2.4440000,59.200000018E-3,
,,,-2.4419999,776.000022888E-3,,,,,-2.4419999,59.999998659E-3,
,,,-2.4400001,776.000022888E-3,,,,,-2.4400001,65.200001001E-3,
,,,-2.4380000,772.000014782E-3,,,,,-2.4380000,67.999996245E-3,
,,,-2.4360001,768.000006676E-3,,,,,-2.4360001,56.399997324E-3,
,,,-2.4340000,768.000006676E-3,,,,,-2.4340000,57.199999690E-3,
,,,-2.4319999,764.000058174E-3,,,,,-2.4319999,60.399997979E-3,
,,,-2.4300001,760.000050068E-3,,,,,-2.4300001,61.199996620E-3,
,,,-2.4280000,760.000050068E-3,,,,,-2.4280000,67.599996924E-3,
,,,-2.4259999,756.000041962E-3,,,,,-2.4259999,63.999995589E-3,
,,,-2.4240000,752.000033855E-3,,,,,-2.4240000,58.399997652E-3,
,,,-2.4219999,748.000025749E-3,,,,,-2.4219999,60.399997979E-3,
,,,-2.4200001,744.000017643E-3,,,,,-2.4200001,55.999998003E-3,
,,,-2.4180000,744.000017643E-3,,,,,-2.4180000,59.599999338E-3,
,,,-2.4159999,740.000009537E-3,,,,,-2.4159999,61.999998987E-3,
,,,-2.4140000,736.000061035E-3,,,,,-2.4140000,57.199999690E-3,
,,,-2.4119999,732.000052929E-3,,,,,-2.4119999,57.599999011E-3,
,,,-2.4100001,736.000061035E-3,,,,,-2.4100001,60.799997300E-3,
,,,-2.4080000,732.000052929E-3,,,,,-2.4080000,54.39999700E-3,
,,,-2.4059999,728.000044823E-3,,,,,-2.4059999,61.199996620E-3,
,,,-2.4040000,724.000036716E-3,,,,,-2.4040000,55.599998683E-3,
,,,-2.4020000,724.000036716E-3,,,,,-2.4020000,51.19999871E-3,
