Pixel,FLIR0266.jpg:t=21 [C]:mean:horz
1,4.111444e+01
2,4.358128e+01
3,4.456297e+01
4,4.483691e+01
5,4.352760e+01
6,4.067385e+01
7,3.666665e+01
8,3.252168e+01
9,2.991163e+01
10,2.892881e+01
11,2.821013e+01
12,2.759024e+01
13,2.689220e+01
14,2.609098e+01
15,2.543892e+01
16,2.498809e+01
17,2.464033e+01
18,2.436520e+01
19,2.421468e+01
20,2.414798e+01
21,2.416492e+01
22,2.425786e+01
23,2.441345e+01
24,2.461322e+01
25,2.481622e+01
26,2.500598e+01
27,2.519811e+01
28,2.534349e+01
29,2.546282e+01
30,2.556197e+01
31,2.564893e+01
32,2.573217e+01
33,2.582381e+01
34,2.591844e+01
35,2.597150e+01
36,2.598264e+01
37,2.599289e+01
38,2.601072e+01
39,2.602852e+01
40,2.603339e+01
41,2.600040e+01
42,2.592459e+01
43,2.583798e+01
44,2.575036e+01
45,2.566631e+01
46,2.558502e+01
47,2.549555e+01
48,2.539700e+01
49,2.529038e+01
50,2.518601e+01
51,2.511514e+01
52,2.509763e+01
53,2.509390e+01
54,2.509138e+01
55,2.507412e+01
56,2.503990e+01
57,2.500430e+01
58,2.497123e+01
59,2.492347e+01
60,2.489428e+01
61,2.488981e+01
62,2.491052e+01
63,2.492987e+01
64,2.493976e+01
65,2.494290e+01
66,2.494695e+01
67,2.496087e+01
68,2.498376e+01
69,2.499855e+01
70,2.499131e+01
71,2.496701e+01
72,2.492744e+01
73,2.488690e+01
74,2.485168e+01
75,2.482961e+01
76,2.481714e+01
77,2.481232e+01
78,2.480388e+01
79,2.476120e+01
80,2.468111e+01
81,2.458474e+01
82,2.447701e+01
83,2.437322e+01
84,2.427550e+01
85,2.418383e+01
86,2.409516e+01
87,2.404199e+01
88,2.402302e+01
89,2.401857e+01
90,2.403194e+01
91,2.403412e+01
92,2.403130e+01
93,2.402667e+01
94,2.402570e+01
95,2.404429e+01
96,2.409100e+01
97,2.415983e+01
98,2.424666e+01
99,2.432217e+01
100,2.436924e+01
101,2.437478e+01
102,2.434510e+01
103,2.431127e+01
104,2.428687e+01
105,2.426743e+01
106,2.424257e+01
107,2.419869e+01
108,2.413307e+01
109,2.406693e+01
110,2.400800e+01
111,2.394229e+01
112,2.387252e+01
113,2.381771e+01
114,2.377647e+01
115,2.374290e+01
116,2.371246e+01
117,2.364611e+01
118,2.357020e+01
119,2.350355e+01
120,2.345149e+01
121,2.339674e+01
122,2.332647e+01
123,2.327358e+01
124,2.323570e+01
125,2.322293e+01
126,2.323116e+01
127,2.322479e+01
128,2.320200e+01
129,2.317417e+01
130,2.314999e+01
131,2.314682e+01
132,2.317244e+01
133,2.323592e+01
134,2.332982e+01
135,2.340769e+01
136,2.346372e+01
137,2.350334e+01
138,2.352746e+01
139,2.352611e+01
140,2.350472e+01
141,2.347514e+01
142,2.343600e+01
143,2.334216e+01
144,2.321445e+01
145,2.313771e+01
146,2.314443e+01
147,2.325164e+01
148,2.342174e+01
149,2.350648e+01
150,2.346530e+01
151,2.340215e+01
152,2.331775e+01
153,2.321561e+01
154,2.307704e+01
155,2.287263e+01
156,2.261733e+01
157,2.247314e+01
158,2.246399e+01
159,2.253016e+01
160,2.263390e+01
161,2.272469e+01
162,2.278290e+01
163,2.281999e+01
164,2.283461e+01
165,2.283687e+01
166,2.282175e+01
167,2.273838e+01
168,2.259945e+01
169,2.245434e+01
170,2.234215e+01
171,2.233526e+01
172,2.241714e+01
173,2.248976e+01
174,2.252327e+01
175,2.253793e+01
176,2.253331e+01
177,2.249613e+01
178,2.243829e+01
179,2.238684e+01
180,2.237303e+01
181,2.245482e+01
182,2.261688e+01
183,2.273673e+01
184,2.277896e+01
185,2.277674e+01
186,2.272970e+01
187,2.260129e+01
188,2.242956e+01
189,2.232840e+01
190,2.233254e+01
191,2.242727e+01
192,2.257562e+01
193,2.268710e+01
194,2.272927e+01
195,2.270635e+01
196,2.261739e+01
197,2.246495e+01
198,2.228329e+01
199,2.220592e+01
200,2.223075e+01
201,2.222703e+01
202,2.215517e+01
203,2.203023e+01
204,2.188336e+01
205,2.181120e+01
206,2.182649e+01
207,2.186309e+01
208,2.188861e+01
209,2.185860e+01
210,2.177948e+01
211,2.173224e+01
212,2.172394e+01
213,2.171984e+01
214,2.170694e+01
215,2.166534e+01
216,2.160118e+01
217,2.155653e+01
218,2.153661e+01
219,2.152641e+01
220,2.151529e+01
221,2.147820e+01
222,2.142764e+01
223,2.140815e+01
224,2.142256e+01
225,2.142952e+01
226,2.141652e+01
227,2.137059e+01
228,2.130374e+01
229,2.128795e+01
230,2.132974e+01
231,2.137476e+01
232,2.140766e+01
233,2.141693e+01
234,2.139980e+01
235,2.139009e+01
236,2.139149e+01
237,2.136827e+01
238,2.130368e+01
239,2.115729e+01
240,2.095300e+01
241,2.080286e+01
242,2.073651e+01
243,2.076624e+01
244,2.086500e+01
245,2.095966e+01
246,2.101991e+01
247,2.101071e+01
248,2.094089e+01
249,2.083879e+01
250,2.075665e+01
251,2.076409e+01
252,2.086482e+01
253,2.100279e+01
254,2.113223e+01
255,2.117084e+01
256,2.110571e+01
257,2.099306e+01
258,2.086865e+01
259,2.080099e+01
260,2.082050e+01
261,2.091976e+01
262,2.108882e+01
263,2.127534e+01
264,2.143368e+01
265,2.157090e+01
