Pixel,FLIR0280.jpg:t=47 [C]:mean:horz
1,3.829343e+01
2,4.157614e+01
3,4.343272e+01
4,4.434957e+01
5,4.400385e+01
6,4.179727e+01
7,3.795207e+01
8,3.363750e+01
9,3.065431e+01
10,2.922482e+01
11,2.828857e+01
12,2.760588e+01
13,2.689631e+01
14,2.608275e+01
15,2.538894e+01
16,2.487109e+01
17,2.450481e+01
18,2.427323e+01
19,2.419454e+01
20,2.422013e+01
21,2.430949e+01
22,2.444886e+01
23,2.463885e+01
24,2.486616e+01
25,2.509461e+01
26,2.530626e+01
27,2.554104e+01
28,2.570436e+01
29,2.582704e+01
30,2.591089e+01
31,2.598915e+01
32,2.607032e+01
33,2.614300e+01
34,2.620847e+01
35,2.626316e+01
36,2.630490e+01
37,2.632575e+01
38,2.633019e+01
39,2.633951e+01
40,2.635724e+01
41,2.636608e+01
42,2.636292e+01
43,2.634332e+01
44,2.630467e+01
45,2.626030e+01
46,2.621772e+01
47,2.618181e+01
48,2.615921e+01
49,2.614812e+01
50,2.614235e+01
51,2.612705e+01
52,2.611240e+01
53,2.610034e+01
54,2.608828e+01
55,2.607836e+01
56,2.607232e+01
57,2.606327e+01
58,2.605252e+01
59,2.603839e+01
60,2.602994e+01
61,2.602639e+01
62,2.603084e+01
63,2.603974e+01
64,2.604641e+01
65,2.605886e+01
66,2.607310e+01
67,2.608911e+01
68,2.610199e+01
69,2.611354e+01
70,2.611975e+01
71,2.612553e+01
72,2.613533e+01
73,2.615132e+01
74,2.617486e+01
75,2.620460e+01
76,2.623702e+01
77,2.627166e+01
78,2.630451e+01
79,2.633602e+01
80,2.636617e+01
81,2.640208e+01
82,2.643444e+01
83,2.644241e+01
84,2.641890e+01
85,2.639266e+01
86,2.637288e+01
87,2.636472e+01
88,2.637376e+01
89,2.638409e+01
90,2.640562e+01
91,2.643443e+01
92,2.647960e+01
93,2.651234e+01
94,2.653399e+01
95,2.656764e+01
96,2.661901e+01
97,2.665487e+01
98,2.667655e+01
99,2.668673e+01
100,2.668940e+01
101,2.668676e+01
102,2.667970e+01
103,2.666512e+01
104,2.664079e+01
105,2.661513e+01
106,2.659300e+01
107,2.658989e+01
108,2.660052e+01
109,2.659034e+01
110,2.655581e+01
111,2.652438e+01
112,2.650091e+01
113,2.649160e+01
114,2.649559e+01
115,2.649426e+01
116,2.648718e+01
117,2.646837e+01
118,2.645892e+01
119,2.647223e+01
120,2.650744e+01
121,2.652374e+01
122,2.652745e+01
123,2.652170e+01
124,2.652171e+01
125,2.653145e+01
126,2.654914e+01
127,2.657570e+01
128,2.659917e+01
129,2.660096e+01
130,2.658636e+01
131,2.659256e+01
132,2.662928e+01
133,2.666601e+01
134,2.669653e+01
135,2.674117e+01
136,2.679153e+01
137,2.681849e+01
138,2.681762e+01
139,2.680305e+01
140,2.677521e+01
141,2.673676e+01
142,2.668371e+01
143,2.660319e+01
144,2.651108e+01
145,2.645166e+01
146,2.644316e+01
147,2.650516e+01
148,2.661941e+01
149,2.672738e+01
150,2.679310e+01
151,2.681241e+01
152,2.677558e+01
153,2.671001e+01
154,2.661514e+01
155,2.644155e+01
156,2.621750e+01
157,2.608463e+01
158,2.607040e+01
159,2.613755e+01
160,2.625571e+01
161,2.637770e+01
162,2.648363e+01
163,2.656113e+01
164,2.660625e+01
165,2.662349e+01
166,2.660624e+01
167,2.652701e+01
168,2.638610e+01
169,2.619574e+01
170,2.601166e+01
171,2.596224e+01
172,2.605660e+01
173,2.618198e+01
174,2.629431e+01
175,2.635375e+01
176,2.635021e+01
177,2.630451e+01
178,2.623526e+01
179,2.614820e+01
180,2.607214e+01
181,2.612057e+01
182,2.628225e+01
183,2.643135e+01
184,2.652202e+01
185,2.656497e+01
186,2.655669e+01
187,2.643352e+01
188,2.623116e+01
189,2.606403e+01
190,2.598438e+01
191,2.609208e+01
192,2.634484e+01
193,2.652304e+01
194,2.657839e+01
195,2.657528e+01
196,2.651459e+01
197,2.634347e+01
198,2.609828e+01
199,2.594387e+01
200,2.590782e+01
201,2.591629e+01
202,2.591586e+01
203,2.575373e+01
204,2.546436e+01
205,2.533229e+01
206,2.539764e+01
207,2.550682e+01
208,2.560252e+01
209,2.560565e+01
210,2.552405e+01
211,2.548623e+01
212,2.550862e+01
213,2.554449e+01
214,2.557099e+01
215,2.552872e+01
216,2.541753e+01
217,2.534531e+01
218,2.529744e+01
219,2.526888e+01
220,2.523624e+01
221,2.512510e+01
222,2.495097e+01
223,2.484131e+01
224,2.482826e+01
225,2.490418e+01
226,2.501548e+01
227,2.497510e+01
228,2.478419e+01
229,2.464333e+01
230,2.461359e+01
231,2.474370e+01
232,2.496923e+01
233,2.501262e+01
234,2.486797e+01
235,2.476917e+01
236,2.477022e+01
237,2.489165e+01
238,2.499666e+01
239,2.457422e+01
240,2.366780e+01
241,2.290543e+01
242,2.249687e+01
243,2.242678e+01
244,2.266692e+01
245,2.312059e+01
246,2.363179e+01
247,2.387665e+01
248,2.378427e+01
249,2.348906e+01
250,2.305453e+01
251,2.279312e+01
252,2.282847e+01
253,2.328818e+01
254,2.401955e+01
255,2.444168e+01
256,2.439619e+01
257,2.392987e+01
258,2.319749e+01
259,2.266912e+01
260,2.251196e+01
261,2.272023e+01
262,2.323910e+01
263,2.393994e+01
264,2.461886e+01
265,2.514701e+01
