Pixel,FLIR0270.jpg:t=29 [C]:mean:horz
1,3.938500e+01
2,4.241521e+01
3,4.406056e+01
4,4.465623e+01
5,4.396890e+01
6,4.164310e+01
7,3.774264e+01
8,3.343260e+01
9,3.050882e+01
10,2.919947e+01
11,2.832615e+01
12,2.767593e+01
13,2.698815e+01
14,2.619463e+01
15,2.552536e+01
16,2.502828e+01
17,2.465595e+01
18,2.438677e+01
19,2.426168e+01
20,2.423984e+01
21,2.430188e+01
22,2.443737e+01
23,2.464587e+01
24,2.489694e+01
25,2.513507e+01
26,2.533320e+01
27,2.554443e+01
28,2.570437e+01
29,2.584068e+01
30,2.595653e+01
31,2.604725e+01
32,2.612317e+01
33,2.620029e+01
34,2.627328e+01
35,2.633015e+01
36,2.636122e+01
37,2.639050e+01
38,2.642064e+01
39,2.643925e+01
40,2.643968e+01
41,2.641172e+01
42,2.635531e+01
43,2.628642e+01
44,2.621482e+01
45,2.615743e+01
46,2.611696e+01
47,2.606719e+01
48,2.600630e+01
49,2.595292e+01
50,2.591374e+01
51,2.588897e+01
52,2.588691e+01
53,2.587790e+01
54,2.585722e+01
55,2.582960e+01
56,2.579462e+01
57,2.576093e+01
58,2.572941e+01
59,2.569087e+01
60,2.566457e+01
61,2.566505e+01
62,2.569183e+01
63,2.571905e+01
64,2.573645e+01
65,2.576945e+01
66,2.580289e+01
67,2.582250e+01
68,2.582383e+01
69,2.583273e+01
70,2.584607e+01
71,2.584292e+01
72,2.581660e+01
73,2.578801e+01
74,2.576609e+01
75,2.575003e+01
76,2.574830e+01
77,2.576306e+01
78,2.578181e+01
79,2.577338e+01
80,2.573149e+01
81,2.568155e+01
82,2.562579e+01
83,2.556997e+01
84,2.551131e+01
85,2.545884e+01
86,2.541414e+01
87,2.536724e+01
88,2.532550e+01
89,2.530634e+01
90,2.532645e+01
91,2.533090e+01
92,2.532996e+01
93,2.534689e+01
94,2.538304e+01
95,2.541433e+01
96,2.544614e+01
97,2.550877e+01
98,2.559054e+01
99,2.565530e+01
100,2.568880e+01
101,2.570052e+01
102,2.569706e+01
103,2.567080e+01
104,2.563066e+01
105,2.559315e+01
106,2.556232e+01
107,2.553592e+01
108,2.551040e+01
109,2.548088e+01
110,2.544424e+01
111,2.537985e+01
112,2.529884e+01
113,2.523437e+01
114,2.519499e+01
115,2.515557e+01
116,2.511207e+01
117,2.505489e+01
118,2.500610e+01
119,2.496123e+01
120,2.492029e+01
121,2.485406e+01
122,2.476609e+01
123,2.471612e+01
124,2.470485e+01
125,2.470484e+01
126,2.470529e+01
127,2.470261e+01
128,2.469320e+01
129,2.467116e+01
130,2.464145e+01
131,2.463698e+01
132,2.466313e+01
133,2.471491e+01
134,2.478372e+01
135,2.485382e+01
136,2.490821e+01
137,2.495002e+01
138,2.496756e+01
139,2.494512e+01
140,2.489571e+01
141,2.487550e+01
142,2.487280e+01
143,2.478288e+01
144,2.461540e+01
145,2.447380e+01
146,2.441947e+01
147,2.452180e+01
148,2.475166e+01
149,2.491629e+01
150,2.495259e+01
151,2.493825e+01
152,2.486899e+01
153,2.476127e+01
154,2.461088e+01
155,2.436013e+01
156,2.404900e+01
157,2.386314e+01
158,2.384002e+01
159,2.391487e+01
160,2.405083e+01
161,2.416852e+01
162,2.424268e+01
163,2.430547e+01
164,2.435103e+01
165,2.436182e+01
166,2.433019e+01
167,2.422449e+01
168,2.405397e+01
169,2.384184e+01
170,2.364470e+01
171,2.361559e+01
172,2.375377e+01
173,2.388815e+01
174,2.397200e+01
175,2.401634e+01
176,2.401178e+01
177,2.398188e+01
178,2.392934e+01
179,2.381148e+01
180,2.367751e+01
181,2.372831e+01
182,2.395153e+01
183,2.412548e+01
184,2.418253e+01
185,2.420841e+01
186,2.420374e+01
187,2.407569e+01
188,2.385586e+01
189,2.370649e+01
190,2.368105e+01
191,2.381686e+01
192,2.406621e+01
193,2.422277e+01
194,2.424763e+01
195,2.422096e+01
196,2.414586e+01
197,2.395247e+01
198,2.368151e+01
199,2.352826e+01
200,2.351825e+01
201,2.354278e+01
202,2.354455e+01
203,2.338798e+01
204,2.311248e+01
205,2.298577e+01
206,2.304237e+01
207,2.312650e+01
208,2.318328e+01
209,2.315006e+01
210,2.303658e+01
211,2.297053e+01
212,2.296829e+01
213,2.297345e+01
214,2.296533e+01
215,2.292839e+01
216,2.286463e+01
217,2.282722e+01
218,2.280251e+01
219,2.277277e+01
220,2.272698e+01
221,2.265454e+01
222,2.256735e+01
223,2.251408e+01
224,2.250445e+01
225,2.253887e+01
226,2.258470e+01
227,2.253697e+01
228,2.240658e+01
229,2.231876e+01
230,2.231140e+01
231,2.240473e+01
232,2.255717e+01
233,2.260164e+01
234,2.252777e+01
235,2.248328e+01
236,2.249022e+01
237,2.250124e+01
238,2.246537e+01
239,2.221375e+01
240,2.178325e+01
241,2.144153e+01
242,2.127996e+01
243,2.127136e+01
244,2.139631e+01
245,2.158026e+01
246,2.175454e+01
247,2.178769e+01
248,2.167772e+01
249,2.153506e+01
250,2.141458e+01
251,2.137378e+01
252,2.144007e+01
253,2.166154e+01
254,2.197084e+01
255,2.211658e+01
256,2.204830e+01
257,2.184105e+01
258,2.156395e+01
259,2.135802e+01
260,2.129612e+01
261,2.142731e+01
262,2.173295e+01
263,2.211320e+01
264,2.246216e+01
265,2.274485e+01
