Pixel,FLIR0282.jpg:t=50 [C]:mean:horz
1,3.813302e+01
2,4.131656e+01
3,4.317678e+01
4,4.411245e+01
5,4.390078e+01
6,4.186099e+01
7,3.801225e+01
8,3.363171e+01
9,3.062938e+01
10,2.923834e+01
11,2.832663e+01
12,2.762056e+01
13,2.687113e+01
14,2.600876e+01
15,2.528086e+01
16,2.474810e+01
17,2.440238e+01
18,2.421682e+01
19,2.413652e+01
20,2.411533e+01
21,2.419200e+01
22,2.435954e+01
23,2.457417e+01
24,2.481346e+01
25,2.504909e+01
26,2.526298e+01
27,2.548614e+01
28,2.564729e+01
29,2.577890e+01
30,2.588946e+01
31,2.598959e+01
32,2.608549e+01
33,2.616483e+01
34,2.622805e+01
35,2.627383e+01
36,2.629956e+01
37,2.632131e+01
38,2.633730e+01
39,2.636082e+01
40,2.638387e+01
41,2.638252e+01
42,2.635807e+01
43,2.632296e+01
44,2.628163e+01
45,2.623235e+01
46,2.618310e+01
47,2.614804e+01
48,2.612406e+01
49,2.610497e+01
50,2.609345e+01
51,2.608654e+01
52,2.608783e+01
53,2.607662e+01
54,2.605377e+01
55,2.604601e+01
56,2.604773e+01
57,2.602919e+01
58,2.599039e+01
59,2.596853e+01
60,2.597744e+01
61,2.598011e+01
62,2.597566e+01
63,2.599168e+01
64,2.602150e+01
65,2.603841e+01
66,2.604286e+01
67,2.605621e+01
68,2.607800e+01
69,2.610245e+01
70,2.612066e+01
71,2.611400e+01
72,2.608688e+01
73,2.608999e+01
74,2.612288e+01
75,2.615708e+01
76,2.618462e+01
77,2.622992e+01
78,2.628498e+01
79,2.633557e+01
80,2.637283e+01
81,2.641096e+01
82,2.644419e+01
83,2.645791e+01
84,2.645329e+01
85,2.644812e+01
86,2.644082e+01
87,2.643266e+01
88,2.642493e+01
89,2.642409e+01
90,2.644376e+01
91,2.646813e+01
92,2.650489e+01
93,2.653057e+01
94,2.655093e+01
95,2.658455e+01
96,2.663232e+01
97,2.666416e+01
98,2.667831e+01
99,2.670574e+01
100,2.673937e+01
101,2.674514e+01
102,2.672261e+01
103,2.669918e+01
104,2.668459e+01
105,2.666468e+01
106,2.664433e+01
107,2.663194e+01
108,2.662618e+01
109,2.662840e+01
110,2.663283e+01
111,2.662221e+01
112,2.659699e+01
113,2.656999e+01
114,2.654520e+01
115,2.653325e+01
116,2.653103e+01
117,2.653409e+01
118,2.654009e+01
119,2.655812e+01
120,2.658259e+01
121,2.659374e+01
122,2.659607e+01
123,2.660049e+01
124,2.661334e+01
125,2.663105e+01
126,2.665184e+01
127,2.667219e+01
128,2.669077e+01
129,2.669254e+01
130,2.668193e+01
131,2.669917e+01
132,2.673895e+01
133,2.676813e+01
134,2.678713e+01
135,2.682158e+01
136,2.687059e+01
137,2.691076e+01
138,2.693769e+01
139,2.694167e+01
140,2.692270e+01
141,2.688695e+01
142,2.683617e+01
143,2.677521e+01
144,2.671022e+01
145,2.664915e+01
146,2.661500e+01
147,2.665215e+01
148,2.675392e+01
149,2.683922e+01
150,2.688391e+01
151,2.690790e+01
152,2.689977e+01
153,2.685139e+01
154,2.676152e+01
155,2.661249e+01
156,2.643712e+01
157,2.632537e+01
158,2.630271e+01
159,2.635728e+01
160,2.647567e+01
161,2.659036e+01
162,2.668105e+01
163,2.674514e+01
164,2.677959e+01
165,2.678354e+01
166,2.676188e+01
167,2.671063e+01
168,2.663327e+01
169,2.649870e+01
170,2.634797e+01
171,2.630449e+01
172,2.638301e+01
173,2.648408e+01
174,2.656912e+01
175,2.660497e+01
176,2.659124e+01
177,2.655802e+01
178,2.651507e+01
179,2.644108e+01
180,2.636300e+01
181,2.639045e+01
182,2.652206e+01
183,2.665246e+01
184,2.674724e+01
185,2.678410e+01
186,2.676721e+01
187,2.665533e+01
188,2.649019e+01
189,2.635939e+01
190,2.630479e+01
191,2.637138e+01
192,2.653895e+01
193,2.667572e+01
194,2.674778e+01
195,2.676457e+01
196,2.672124e+01
197,2.657832e+01
198,2.637579e+01
199,2.624709e+01
200,2.621557e+01
201,2.621956e+01
202,2.621472e+01
203,2.607345e+01
204,2.582233e+01
205,2.569608e+01
206,2.572690e+01
207,2.582862e+01
208,2.594359e+01
209,2.595246e+01
210,2.585868e+01
211,2.582058e+01
212,2.586158e+01
213,2.590623e+01
214,2.592597e+01
215,2.588915e+01
216,2.579682e+01
217,2.574114e+01
218,2.569966e+01
219,2.566314e+01
220,2.561143e+01
221,2.549443e+01
222,2.532625e+01
223,2.522816e+01
224,2.522681e+01
225,2.529846e+01
226,2.539374e+01
227,2.535748e+01
228,2.518960e+01
229,2.505871e+01
230,2.502148e+01
231,2.515021e+01
232,2.538427e+01
233,2.542925e+01
234,2.527396e+01
235,2.516657e+01
236,2.516494e+01
237,2.525236e+01
238,2.531098e+01
239,2.489425e+01
240,2.403575e+01
241,2.326726e+01
242,2.278862e+01
243,2.267329e+01
244,2.291593e+01
245,2.338764e+01
246,2.392630e+01
247,2.419771e+01
248,2.412412e+01
249,2.384711e+01
250,2.342139e+01
251,2.314299e+01
252,2.314628e+01
253,2.359922e+01
254,2.435375e+01
255,2.480257e+01
256,2.477573e+01
257,2.429914e+01
258,2.353143e+01
259,2.296227e+01
260,2.276612e+01
261,2.294951e+01
262,2.346712e+01
263,2.420636e+01
264,2.494405e+01
265,2.552027e+01
